Customer_ID,Age,Gender,City,Income_Level,Purchase_Mode,Brand_Purchased,Price_Range,Payment_Mode,Purchase_Frequency,Satisfaction_Rating,Muneeb
CUST00098,58,True,Hyderabad,Medium,Online,Dell,50K-80K,EMI,Rare,3,48
CUST00099,45,True,Kolkata,Medium,Online,Dell,50K-80K,UPI,Rare,1,48
CUST00100,24,True,Chennai,Low,Online,Apple,50K-80K,UPI,Rare,3,48
CUST00101,26,True,Delhi,Low,Online,HP,50K-80K,Credit Card,Rare,2,48
CUST00102,25,True,Hyderabad,Medium,Offline,HP,50K-80K,EMI,Rare,3,48
CUST00103,29,True,Kolkata,Medium,Online,Dell,Below 30K,UPI,Frequent,3,48
CUST00104,51,True,Delhi,Medium,Online,Asus,30K-50K,Credit Card,Frequent,1,48
CUST00105,50,True,Pune,Medium,Offline,Samsung,50K-80K,UPI,Occasional,1,48
CUST00106,40,True,Hyderabad,Medium,Online,HP,30K-50K,UPI,Occasional,1,48
CUST00107,41,True,Jaipur,Low,Online,Apple,30K-50K,EMI,Frequent,2,48
CUST00108,54,True,Kolkata,Medium,Offline,Dell,Below 30K,Debit Card,Occasional,4,48
CUST00109,52,True,Jaipur,Low,Offline,Lenovo,30K-50K,Debit Card,Rare,2,48
CUST00110,57,True,Jaipur,Low,Online,Lenovo,Above 1.2L,EMI,Occasional,1,48
CUST00111,39,True,Mumbai,Medium,Offline,MSI,30K-50K,Debit Card,Rare,5,48
CUST00112,44,True,Kolkata,Low,Online,Samsung,50K-80K,Cash,Rare,3,48
CUST00113,52,True,Jaipur,High,Online,HP,50K-80K,Debit Card,Rare,3,48
CUST00114,18,True,Pune,Low,Online,Asus,Below 30K,UPI,Rare,3,48
CUST00115,52,True,Hyderabad,Low,Online,Acer,80K-1.2L,UPI,Frequent,3,48
CUST00116,54,True,Hyderabad,Medium,Online,HP,30K-50K,Credit Card,Occasional,5,48
CUST00117,31,True,Pune,Medium,Online,Asus,80K-1.2L,EMI,Occasional,1,48
CUST00118,20,True,Mumbai,Low,Offline,HP,Below 30K,Credit Card,Occasional,4,48
CUST00119,18,True,Chennai,Low,Online,Lenovo,Below 30K,UPI,Rare,3,48
CUST00120,22,True,Mumbai,High,Offline,Asus,30K-50K,UPI,Occasional,4,48
CUST00121,43,True,Hyderabad,Medium,Online,Lenovo,30K-50K,Credit Card,Rare,2,48
CUST00122,31,True,Chennai,Medium,Offline,Samsung,80K-1.2L,Cash,Rare,2,48
CUST00123,56,True,Mumbai,Medium,Online,MSI,Below 30K,Debit Card,Occasional,3,48
CUST00124,44,True,Jaipur,Low,Online,Apple,50K-80K,Cash,Occasional,1,48
CUST00125,26,True,Chennai,Medium,Online,Apple,Below 30K,Cash,Occasional,5,48
CUST00126,32,True,Hyderabad,Medium,Offline,Dell,80K-1.2L,Cash,Rare,3,48
CUST00127,32,True,Pune,High,Offline,Lenovo,50K-80K,Cash,Occasional,2,48
CUST00128,43,True,Ahmedabad,Low,Online,Lenovo,30K-50K,Debit Card,Rare,2,48
CUST00129,59,True,Jaipur,High,Online,MSI,30K-50K,EMI,Rare,4,48
CUST00130,30,True,Jaipur,Low,Online,Dell,50K-80K,Credit Card,Rare,5,48
CUST00131,49,True,Ahmedabad,Low,Offline,Samsung,30K-50K,Cash,Rare,3,48
CUST00132,56,True,Bangalore,Low,Offline,Apple,30K-50K,Cash,Rare,1,48
CUST00133,49,True,Delhi,Low,Offline,Apple,50K-80K,Credit Card,Rare,4,48
CUST00134,21,True,Kolkata,High,Offline,Asus,Above 1.2L,Credit Card,Occasional,5,48
CUST00135,47,True,Mumbai,Medium,Offline,Asus,80K-1.2L,EMI,Rare,4,48
CUST00136,54,True,Bangalore,Low,Online,Acer,50K-80K,UPI,Rare,1,48
CUST00137,40,True,Mumbai,High,Offline,MSI,50K-80K,EMI,Rare,2,48
CUST00138,56,True,Bangalore,High,Offline,Apple,Above 1.2L,UPI,Frequent,3,48
CUST00139,32,True,Chennai,Medium,Offline,Acer,50K-80K,Debit Card,Frequent,3,48
CUST00140,46,True,Pune,High,Online,HP,30K-50K,EMI,Rare,1,48
CUST00141,53,True,Kolkata,Low,Online,Lenovo,80K-1.2L,Debit Card,Rare,3,48
CUST00142,30,True,Kolkata,High,Online,Asus,30K-50K,Credit Card,Rare,3,48
CUST00143,49,True,Mumbai,Medium,Online,HP,Below 30K,EMI,Rare,4,48
CUST00144,24,True,Ahmedabad,High,Online,Asus,50K-80K,Credit Card,Rare,1,48
CUST00145,39,True,Chennai,Medium,Online,Dell,Below 30K,Cash,Rare,4,48
CUST00146,45,True,Kolkata,Medium,Online,Lenovo,30K-50K,Credit Card,Rare,3,48
CUST00147,19,True,Delhi,Medium,Online,Acer,30K-50K,Cash,Occasional,5,48
CUST00148,59,True,Mumbai,Low,Online,Samsung,50K-80K,UPI,Rare,5,48
CUST00149,23,True,Jaipur,Medium,Online,Acer,Above 1.2L,Cash,Rare,4,48
CUST00150,45,True,Delhi,Low,Offline,Samsung,30K-50K,UPI,Occasional,2,48
CUST00151,45,True,Hyderabad,High,Offline,Samsung,30K-50K,Cash,Occasional,2,48
CUST00152,37,True,Mumbai,Low,Online,Asus,Below 30K,Cash,Occasional,1,48
CUST00153,47,True,Mumbai,Medium,Offline,Apple,50K-80K,Debit Card,Rare,5,48
CUST00154,28,True,Jaipur,Medium,Offline,MSI,50K-80K,Debit Card,Rare,5,48
CUST00155,45,True,Chennai,High,Online,Acer,30K-50K,Credit Card,Rare,4,48
CUST00156,42,True,Jaipur,Medium,Online,Dell,30K-50K,Debit Card,Rare,3,48
CUST00157,56,True,Kolkata,Medium,Online,Dell,50K-80K,UPI,Rare,1,48
CUST00158,50,True,Pune,High,Online,Apple,50K-80K,Debit Card,Occasional,4,48
CUST00159,18,True,Mumbai,Medium,Offline,Dell,30K-50K,Credit Card,Frequent,2,48
CUST00160,44,True,Hyderabad,Medium,Online,MSI,30K-50K,EMI,Occasional,3,48
CUST00161,30,True,Ahmedabad,Medium,Online,Lenovo,30K-50K,UPI,Occasional,1,48
CUST00162,58,True,Mumbai,High,Offline,Asus,Above 1.2L,EMI,Rare,3,48
CUST00163,20,True,Jaipur,Medium,Online,Dell,80K-1.2L,UPI,Occasional,2,48
CUST00164,56,True,Bangalore,Low,Offline,Lenovo,50K-80K,Credit Card,Frequent,4,48
CUST00165,23,True,Mumbai,High,Online,Apple,80K-1.2L,Debit Card,Occasional,4,48
CUST00166,25,True,Mumbai,Medium,Online,Asus,50K-80K,EMI,Rare,5,48
CUST00167,44,True,Hyderabad,Medium,Online,Apple,80K-1.2L,EMI,Rare,4,48
CUST00168,26,True,Hyderabad,High,Online,Asus,Below 30K,Debit Card,Rare,5,48
CUST00169,54,True,Mumbai,Low,Online,MSI,30K-50K,Credit Card,Rare,4,48
CUST00170,50,True,Bangalore,Medium,Online,Dell,50K-80K,Debit Card,Frequent,1,48
CUST00171,59,True,Pune,Medium,Online,Dell,50K-80K,Cash,Occasional,2,48
CUST00172,41,True,Bangalore,High,Online,Asus,30K-50K,Cash,Occasional,3,48
CUST00173,32,True,Bangalore,Low,Online,Lenovo,30K-50K,Cash,Rare,2,48
CUST00174,49,True,Bangalore,Medium,Offline,Lenovo,30K-50K,EMI,Rare,2,48
CUST00175,49,True,Pune,High,Online,Lenovo,30K-50K,EMI,Rare,5,48
CUST00176,41,True,Chennai,Low,Online,HP,30K-50K,Credit Card,Occasional,5,48
CUST00177,58,True,Chennai,Low,Online,Acer,50K-80K,UPI,Rare,1,48
CUST00178,29,True,Bangalore,High,Online,Acer,80K-1.2L,Debit Card,Frequent,3,48
CUST00179,56,True,Jaipur,Low,Online,Acer,50K-80K,UPI,Occasional,4,48
CUST00180,19,True,Delhi,High,Online,Lenovo,80K-1.2L,EMI,Occasional,4,48
CUST00181,20,True,Chennai,Low,Offline,Dell,80K-1.2L,Debit Card,Frequent,2,48
CUST00182,54,True,Ahmedabad,Medium,Online,MSI,30K-50K,EMI,Frequent,1,48
CUST00183,34,True,Hyderabad,Medium,Online,HP,30K-50K,Credit Card,Rare,3,48
CUST00184,19,True,Pune,Medium,Online,Samsung,Below 30K,Debit Card,Occasional,4,48
CUST00185,19,True,Pune,Medium,Offline,Samsung,80K-1.2L,EMI,Rare,2,48
CUST00186,45,True,Delhi,Medium,Online,Lenovo,Below 30K,Cash,Rare,1,48
CUST00187,40,True,Chennai,High,Online,Dell,50K-80K,Cash,Rare,3,48
CUST00188,54,True,Hyderabad,Low,Online,HP,30K-50K,EMI,Occasional,2,48
CUST00189,49,True,Bangalore,Medium,Online,Dell,80K-1.2L,UPI,Rare,2,48
CUST00190,50,True,Jaipur,Low,Online,Asus,30K-50K,Credit Card,Occasional,1,48
CUST00191,18,True,Chennai,Medium,Offline,Dell,80K-1.2L,Credit Card,Occasional,1,48
CUST00192,36,True,Delhi,Low,Online,HP,30K-50K,EMI,Occasional,1,48
CUST00193,19,True,Hyderabad,Medium,Online,Lenovo,30K-50K,Credit Card,Rare,1,48
CUST00194,43,True,Mumbai,Medium,Offline,Acer,50K-80K,Debit Card,Occasional,3,48
CUST00195,49,True,Hyderabad,Low,Online,HP,Above 1.2L,Credit Card,Rare,1,48
CUST00196,23,True,Mumbai,Low,Online,Lenovo,50K-80K,Cash,Rare,1,48
CUST00197,49,True,Ahmedabad,Medium,Online,Lenovo,80K-1.2L,EMI,Frequent,1,48
CUST00198,21,True,Kolkata,Medium,Online,MSI,50K-80K,Debit Card,Rare,3,48
CUST00199,28,True,Hyderabad,High,Online,Apple,50K-80K,Credit Card,Rare,4,48
CUST00200,34,True,Delhi,Medium,Online,Samsung,30K-50K,Cash,Occasional,2,48
CUST00201,55,True,Delhi,Low,Offline,MSI,30K-50K,UPI,Rare,5,48
CUST00202,41,True,Jaipur,Medium,Offline,Asus,30K-50K,Credit Card,Rare,2,48
CUST00203,22,True,Bangalore,Low,Offline,Apple,Above 1.2L,Cash,Occasional,3,48
CUST00204,51,True,Hyderabad,Medium,Online,Acer,Above 1.2L,Cash,Rare,1,48
CUST00205,23,True,Kolkata,High,Online,HP,50K-80K,Cash,Rare,3,48
CUST00206,39,True,Chennai,Medium,Online,Apple,30K-50K,Cash,Occasional,4,48
CUST00207,28,True,Delhi,Medium,Online,Acer,30K-50K,UPI,Occasional,5,48
CUST00208,33,True,Ahmedabad,Low,Offline,Lenovo,Above 1.2L,EMI,Occasional,4,48
CUST00209,50,True,Pune,Medium,Online,HP,Below 30K,Cash,Occasional,1,48
CUST00210,26,True,Delhi,High,Offline,Apple,80K-1.2L,EMI,Rare,3,48
CUST00211,23,True,Hyderabad,Low,Online,Dell,30K-50K,UPI,Occasional,3,48
CUST00212,33,True,Ahmedabad,Low,Online,Acer,30K-50K,UPI,Occasional,1,48
CUST00213,46,True,Pune,Medium,Online,Acer,80K-1.2L,Debit Card,Rare,1,48
CUST00214,20,True,Mumbai,Medium,Online,Asus,Below 30K,Debit Card,Frequent,5,48
CUST00215,37,True,Kolkata,Medium,Offline,Samsung,30K-50K,Cash,Occasional,4,48
CUST00216,53,True,Delhi,High,Offline,Dell,Above 1.2L,EMI,Rare,1,48
CUST00217,36,True,Hyderabad,Low,Online,HP,50K-80K,UPI,Occasional,1,48
CUST00218,43,True,Pune,Medium,Online,Apple,50K-80K,Credit Card,Occasional,4,48
CUST00219,20,True,Pune,Medium,Online,Lenovo,50K-80K,Debit Card,Rare,1,48
CUST00220,36,True,Bangalore,Low,Online,Apple,Below 30K,Debit Card,Occasional,5,48
CUST00221,37,True,Pune,Medium,Online,Samsung,30K-50K,Credit Card,Occasional,5,48
CUST00222,49,True,Kolkata,Low,Offline,MSI,30K-50K,EMI,Occasional,4,48
CUST00223,24,True,Ahmedabad,Low,Online,Samsung,30K-50K,EMI,Rare,2,48
CUST00224,58,True,Ahmedabad,Low,Online,HP,30K-50K,EMI,Rare,5,48
CUST00225,50,True,Pune,High,Offline,HP,50K-80K,Cash,Rare,3,48
CUST00226,57,True,Hyderabad,Medium,Online,HP,Below 30K,Cash,Occasional,3,48
CUST00227,56,True,Delhi,Medium,Online,HP,50K-80K,Credit Card,Occasional,2,48
CUST00228,35,True,Hyderabad,Medium,Online,MSI,Below 30K,UPI,Rare,5,48
CUST00229,57,True,Jaipur,Medium,Online,Acer,Below 30K,Credit Card,Rare,1,48
CUST00230,18,True,Delhi,Medium,Online,Apple,30K-50K,UPI,Rare,2,48
CUST00231,28,True,Mumbai,High,Online,Dell,80K-1.2L,Credit Card,Occasional,1,48
CUST00232,45,True,Kolkata,Medium,Offline,Lenovo,Below 30K,Cash,Occasional,3,48
CUST00233,42,True,Hyderabad,Medium,Offline,Lenovo,50K-80K,EMI,Rare,2,48
CUST00234,40,True,Bangalore,Low,Offline,Asus,50K-80K,Debit Card,Rare,5,48
CUST00235,48,True,Ahmedabad,Medium,Online,Acer,30K-50K,Credit Card,Rare,3,48
CUST00236,47,True,Pune,Medium,Offline,HP,50K-80K,Credit Card,Rare,5,48
CUST00237,59,True,Delhi,High,Online,Samsung,80K-1.2L,Debit Card,Occasional,1,48
CUST00238,52,True,Pune,Low,Online,HP,50K-80K,Credit Card,Rare,5,48
CUST00239,24,True,Mumbai,Low,Online,HP,30K-50K,EMI,Rare,2,48
CUST00240,33,True,Jaipur,Medium,Online,Samsung,50K-80K,Debit Card,Occasional,1,48
CUST00241,43,True,Pune,Low,Online,Acer,50K-80K,Debit Card,Frequent,2,48
CUST00242,19,True,Hyderabad,Low,Online,Dell,Below 30K,EMI,Frequent,1,48
CUST00243,18,True,Delhi,High,Offline,HP,Below 30K,EMI,Frequent,2,48
CUST00244,29,True,Bangalore,Medium,Online,Asus,30K-50K,Debit Card,Occasional,3,48
CUST00245,22,True,Mumbai,High,Offline,Asus,Below 30K,EMI,Occasional,2,48
CUST00246,54,True,Kolkata,High,Online,Dell,30K-50K,EMI,Occasional,3,48
CUST00247,49,True,Jaipur,Low,Online,Acer,30K-50K,EMI,Occasional,4,48
CUST00248,26,True,Hyderabad,Medium,Online,HP,30K-50K,Debit Card,Frequent,5,48
CUST00249,58,True,Kolkata,Low,Online,MSI,80K-1.2L,Credit Card,Rare,1,48
CUST00250,52,True,Bangalore,High,Online,Apple,50K-80K,UPI,Rare,5,48
CUST00251,36,True,Kolkata,Medium,Online,Apple,80K-1.2L,Debit Card,Rare,3,48
CUST00252,33,True,Ahmedabad,Medium,Online,Lenovo,50K-80K,UPI,Occasional,3,48
CUST00253,20,True,Delhi,Medium,Online,Dell,Below 30K,EMI,Occasional,3,48
CUST00254,37,True,Kolkata,Medium,Offline,Apple,30K-50K,EMI,Occasional,2,48
CUST00255,41,True,Hyderabad,Low,Online,Lenovo,80K-1.2L,Credit Card,Rare,5,48
CUST00256,50,True,Ahmedabad,Medium,Online,Asus,30K-50K,EMI,Rare,3,48
CUST00257,41,True,Ahmedabad,Medium,Offline,Lenovo,Below 30K,UPI,Frequent,4,48
CUST00258,28,True,Kolkata,High,Online,HP,30K-50K,Debit Card,Rare,3,48
CUST00259,25,True,Jaipur,Medium,Offline,HP,30K-50K,Debit Card,Rare,5,48
CUST00260,53,True,Chennai,Medium,Offline,Asus,30K-50K,Credit Card,Occasional,3,48
CUST00261,55,True,Jaipur,High,Offline,Dell,Below 30K,UPI,Rare,3,48
CUST00262,57,True,Pune,Low,Online,Acer,30K-50K,EMI,Rare,1,48
CUST00263,37,True,Hyderabad,High,Online,Samsung,50K-80K,Cash,Rare,3,48
CUST00264,52,True,Chennai,Low,Online,Samsung,30K-50K,Credit Card,Rare,5,48
CUST00265,42,True,Delhi,Medium,Online,HP,50K-80K,Credit Card,Rare,1,48
CUST00266,52,True,Ahmedabad,Medium,Online,Samsung,50K-80K,Cash,Rare,1,48
CUST00267,42,True,Hyderabad,Medium,Online,HP,50K-80K,Debit Card,Rare,3,48
CUST00268,46,True,Bangalore,High,Offline,Lenovo,30K-50K,Debit Card,Rare,3,48
CUST00269,35,True,Pune,Low,Online,Lenovo,50K-80K,Debit Card,Occasional,4,48
CUST00270,35,True,Pune,Medium,Offline,Lenovo,Below 30K,Cash,Rare,5,48
CUST00271,19,True,Hyderabad,Medium,Offline,Apple,30K-50K,EMI,Rare,5,48
CUST00272,52,True,Delhi,High,Online,MSI,50K-80K,EMI,Rare,2,48
CUST00273,33,True,Ahmedabad,Low,Online,Asus,30K-50K,UPI,Rare,2,48
CUST00274,58,True,Mumbai,High,Online,Dell,30K-50K,UPI,Rare,5,48
CUST00275,53,True,Mumbai,Medium,Offline,Lenovo,30K-50K,Debit Card,Rare,3,48
CUST00276,50,True,Hyderabad,Low,Online,Dell,Below 30K,Cash,Frequent,1,48
CUST00277,21,True,Kolkata,Medium,Online,MSI,30K-50K,Credit Card,Frequent,4,48
CUST00278,50,True,Jaipur,Low,Online,Lenovo,Above 1.2L,EMI,Occasional,3,48
CUST00279,31,True,Pune,Medium,Offline,HP,30K-50K,Cash,Rare,1,48
CUST00280,38,True,Delhi,Low,Offline,MSI,30K-50K,UPI,Occasional,5,48
CUST00281,37,True,Pune,Medium,Online,Dell,50K-80K,EMI,Rare,3,48
CUST00282,25,True,Bangalore,Medium,Online,Apple,50K-80K,EMI,Occasional,4,48
CUST00283,24,True,Mumbai,Medium,Online,Lenovo,80K-1.2L,Cash,Rare,2,48
CUST00284,20,True,Ahmedabad,Medium,Online,Acer,80K-1.2L,UPI,Occasional,1,48
CUST00285,34,True,Bangalore,Medium,Offline,Asus,50K-80K,Cash,Frequent,3,48
CUST00286,50,True,Ahmedabad,Low,Offline,HP,Above 1.2L,Credit Card,Rare,4,48
CUST00287,29,True,Pune,Medium,Offline,MSI,30K-50K,EMI,Rare,3,48
CUST00288,39,True,Delhi,High,Online,MSI,50K-80K,Cash,Rare,5,48
CUST00289,39,True,Mumbai,High,Online,Lenovo,80K-1.2L,Cash,Rare,1,48
CUST00290,47,True,Pune,Low,Online,MSI,50K-80K,Credit Card,Frequent,5,48
CUST00291,55,True,Mumbai,Low,Online,Dell,Above 1.2L,Cash,Rare,5,48
CUST00292,55,True,Hyderabad,High,Online,Samsung,Below 30K,EMI,Rare,2,48
CUST00293,25,True,Ahmedabad,Medium,Offline,Lenovo,30K-50K,Debit Card,Occasional,5,48
CUST00294,44,True,Pune,Medium,Online,HP,Above 1.2L,Debit Card,Rare,4,48
CUST00295,44,True,Chennai,Medium,Offline,Asus,30K-50K,UPI,Rare,1,48
CUST00296,51,True,Mumbai,Medium,Online,Asus,50K-80K,Credit Card,Rare,2,48
CUST00297,38,True,Mumbai,Medium,Online,Asus,Below 30K,UPI,Occasional,3,48
CUST00298,47,True,Chennai,High,Online,Acer,50K-80K,Debit Card,Rare,5,48
